Sample,String,Site,Zone,Type,Plankton_Category,Specimen_Type,Morphotype,Spec_Morph,Genetic_ID,Initial_Count,Multiplication_Factor,Total_Count,Present,BRUVString
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,3,1,3,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,11,1,11,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Shrimp,5,Shrimp_5,Lysmata sp.,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 2,Echinoderm_Echinopluteus 2,Maretia sp.,3,1,3,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,4,1,4,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,57,1,57,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 4,Echinoderm_Echinopluteus 4,Ophiuroidea,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Brachiolaria NA,Echinoderm_Brachiolaria NA,Oreasteridae,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Crab,Zoea,Crab_Zoea,Pilumnus sp.,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,13,Copepod_13,Podoplea,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Copepod,Larva 2,Copepod_Larva 2,Pontella fera,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,41,1,41,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,3,1,3,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,5,1,5,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,14,Copepod_14,Sapphirina ovatolanceolata,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,Sapphirina vorax,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Shrimp,Euphausiid_Larva_NA,Shrimp_Euphausiid_Larva_NA,Sergestidae,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Shrimp,6,Shrimp_6,Synalpheus neptunus,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,12,Copepod_12,Temora discaudata,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,Thysanopoda sp.,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Moonsnail/ Bubble Pteropod,Benthic_Snail_Moonsnail/ Bubble Pteropod,Zacalantica sp.,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,1,Amphipod_1,NA,2,1,2,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,2,Amphipod_2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,3,Amphipod_3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,4,Amphipod_4,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,5,Amphipod_5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,Hyperiid_Big Thighs,Amphipod_Hyperiid_Big Thighs,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Barnacle,Cypriid Golfball,Barnacle_Cypriid Golfball,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Barnacle,Gooseneck,Barnacle_Gooseneck,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,1,Benthic_Snail_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,2,Benthic_Snail_2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,4,Benthic_Snail_4,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,NA,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Evening Gown,Benthic_Snail_Evening Gown,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,NA,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Thorny,Benthic_Snail_Thorny,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,NA,5,1,5,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Bivalve,4,Bivalve_4,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Bivalve,5,Bivalve_5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Cephalopod,Squid,Cephalopod_Squid,NA,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Cephalopod,Squid 1,Cephalopod_Squid 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Cnidaria,Cerinula_Larva_NA,Cnidaria_Cerinula_Larva_NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,10,Copepod_10,No ID,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,6,Copepod_6,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,7,Copepod_7,No ID,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,9,Copepod_9,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Deciduous_Larva,1,Deciduous_Larva_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Deciduous_Larva,NA,Deciduous_Larva_NA,NA,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Bipinnaria NA,Echinoderm_Bipinnaria NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Brachiolaria 1,Echinoderm_Brachiolaria 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Brachiolaria 2,Echinoderm_Brachiolaria 2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Doliolaria,Echinoderm_Doliolaria,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Echinoderm,Sea Cucumber,Echinoderm_Sea Cucumber,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Embryo,1,Embryo_1,NA,1,1,1,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Embryo,2,Embryo_2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,NA,10,1,10,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Long Thin,Fish_Long Thin,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Scorpion Fish,Fish_Scorpion Fish,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,12,1,12,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Unknown Tissue 1,Fish_Unknown Tissue 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Fish,Unknown Tissue 2,Fish_Unknown Tissue 2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Isopod,1,Isopod_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Isopod,4,Isopod_4,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Isopod,5,Isopod_5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Jelly,2,Jelly_2,NA,3,1,3,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Jelly,7,Jelly_7,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Jelly,8,Jelly_8,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Krill,1,Krill_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Limpet,1,Limpet_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nemertean,1,Nemertean_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nemertean,Juvenile,Nemertean_Juvenile,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,1,Nudibranch_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,2,Nudibranch_2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,3,Nudibranch_3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,Creamy,Nudibranch_Creamy,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Ostracod,1,Ostracod_1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Ostracod,2,Ostracod_2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Platyhelminth,Flatworm 1,Platyhelminth_Flatworm 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Platyhelminth,Flatworm 2,Platyhelminth_Flatworm 2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Platyhelminth,Flatworm NA,Platyhelminth_Flatworm NA,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,10,Polychaete_10,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,2,Polychaete_2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,3,Polychaete_3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,4,Polychaete_4,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,4b,Polychaete_4b,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,5,Polychaete_5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,6,Polychaete_6,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,7,Polychaete_7,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,8,Polychaete_8,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,9,Polychaete_9,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 1,Polychaete_Larva 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 10,Polychaete_Larva 10,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 11,Polychaete_Larva 11,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 3,Polychaete_Larva 3,NA,2,1,2,1,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 4,Polychaete_Larva 4,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 5,Polychaete_Larva 5,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 6,Polychaete_Larva 6,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Larva 9,Polychaete_Larva 9,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Onuphid,Polychaete_Onuphid,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Polychaete,Pelagic 1,Polychaete_Pelagic 1,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Polychaete,Pelagic 2,Polychaete_Pelagic 2,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Meroplankton,Porifera,Parenchymella,Porifera_Parenchymella,NA,0,1,0,0,PAL22_8
PAL22_N4_2_S_2,PAL22_N4_2_S,N4,PNMS North,Zooplankton,Holoplankton,Pteropod,1,Pteropod_1,NA,0,1,0,0,PAL22_8
